SYSCALL(args) 		 = return
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/defaults.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/defaults.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFD3D0, 0x7FFF5FBFD49C)		 = 0 0
read_nocancel(0x4, "module Gem\n\n  @post_install_hooks   ||= []\n  @post_uninstall_hooks ||= []\n  @pre_uninstall_hooks  ||= []\n  @pre_install_hooks    ||= []\n\n  ##\n  # An Array of the default sources that come with RubyGems\n\n  def self.default_sources\n    %w[http://rubygems.org", 0x1000)		 = 2202 0
read_nocancel(0x4, "# Path for gems in the user's home directory\n\n  def self.user_dir\n    File.join Gem.user_home, '.gem', ruby_engine, ConfigMap[:ruby_version]\n  end\n\n  ##\n  # Default gem load path\n\n  def self.default_path\n    if File.exist? Gem.user_home then\n      [user_di", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/dependency_list.rb\0", 0x7FFF5FBFE130, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/dependency_list.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFE150, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/dependency_list.rb\0", 0x7FFF5FBFE150, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/dependency_list.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFE170, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/dependency_list.rb\0", 0x0, 0x10027B8D0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFDFA0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/dependency_list.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/dependency_list.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFD3B0, 0x7FFF5FBFD47C)		 = 0 0
read_nocancel(0x4, "#--\n# Copyright 2006 by Chad Fowler, Rich Kilmer, Jim Weirich and others.\n# All rights reserved.\n# See LICENSE.txt for permissions.\n#++\n\nrequire 'tsort'\n\n##\n# Gem::DependencyList is used for installing and uninstalling gems in the\n# correct order to avoid ", 0x1000)		 = 4096 0
read_nocancel(0x4, "cy list\n\n  def remove_by_name(full_name)\n    @specs.delete_if { |spec| spec.full_name == full_name }\n  end\n\n  ##\n  # Return a hash of predecessors.  <tt>result[spec]</tt> is an Array of\n  # gemspecs that have a dependency satisfied by the named gemspec.\n\n ", 0x1000)		 = 1346 0
mmap(0x0, 0xB0000, 0x3, 0x1002, 0x3000000, 0x100000001)		 = 0x462000 0
read_nocancel(0x4, "cs.find { |spec| spec.full_name == full_name }\n  end\n\n  def inspect # :nodoc:\n    \"#<%s:0x%x %p>\" % [self.class, object_id, map { |s| s.full_name }]\n  end\n\n  ##\n  # Are all the dependencies in the list satisfied?\n\n  def ok?\n    why_not_ok?(:quick).empty?\n ", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/tsort.rb\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/tsort.bundle\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/tsort.rb\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/tsort.bundle\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/tsort.rb\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/tsort.bundle\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/tsort.rb\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/tsort.bundle\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/tsort.rb\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/tsort.bundle\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/tsort.rb\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/tsort.bundle\0", 0x7FFF5FBFD7C0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/tsort.rb\0", 0x7FFF5FBFD7C0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/tsort.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFD7E0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/tsort.rb\0", 0x7FFF5FBFD7E0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/tsort.rb\0", 0x7FFF5FBFD7E0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/tsort.rb\0", 0x7FFF5FBFD7E0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/tsort.rb\0", 0x7FFF5FBFD7E0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/tsort.rb\0", 0x7FFF5FBFD7E0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/tsort.rb\0", 0x7FFF5FBFD7E0, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/tsort.rb\0", 0x7FFF5FBFD7E0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/tsort.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFD800, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/tsort.rb\0", 0x0, 0x1002770F0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFD630, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/tsort.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/tsort.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFCA40, 0x7FFF5FBFCB0C)		 = 0 0
read_nocancel(0x4, "#!/usr/bin/env ruby\n#--\n# tsort.rb - provides a module for topological sorting and strongly connected components.\n#++\n#\n\n#\n# TSort implements topological sorting using Tarjan's algorithm for\n# strongly connected components.\n#\n# TSort is designed to be able", 0x1000)		 = 4096 0
read_nocancel(0x4, "#tsort method.\n  # <tt><em>obj</em>.tsort_each</tt> is similar to <tt><em>obj</em>.tsort.each</tt>, but\n  # modification of _obj_ during the iteration may lead to unexpected results.\n  #\n  # #tsort_each returns +nil+.\n  # If there is a cycle, TSort::Cyclic", 0x1000)		 = 4089 0
read_nocancel(0x4, "_component {|component| result << component}\n    result\n  end\n\n  #\n  # The iterator version of the #strongly_connected_components method.\n  # <tt><em>obj</em>.each_strongly_connected_component</tt> is similar to\n  # <tt><em>obj</em>.strongly_connected_comp", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rbconfig.rb\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rbconfig.bundle\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/rbconfig.bundle\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/rbconfig.rb\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/rbconfig.bundle\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/rbconfig.rb\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/rbconfig.bundle\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/rbconfig.bundle\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/rbconfig.rb\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/rbconfig.bundle\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/rbconfig.rb\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/rbconfig.bundle\0", 0x7FFF5FBFE110, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x7FFF5FBFE110, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFE130, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rbconfig.rb\0", 0x7FFF5FBFE130, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x7FFF5FBFE130, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/rbconfig.rb\0", 0x7FFF5FBFE130, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/rbconfig.rb\0", 0x7FFF5FBFE130, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x7FFF5FBFE130, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/vendor_ruby/rbconfig.rb\0", 0x7FFF5FBFE130, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/rbconfig.rb\0", 0x7FFF5FBFE130, 0x0)		 = -1 Err#2
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x7FFF5FBFE130, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFE150, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x0, 0x10027B850)		 = 4 0
fstat64(0x4, 0x7FFF5FBFDF80, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/1.8/i686-darwin10.7.0/rbconfig.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFD390, 0x7FFF5FBFD45C)		 = 0 0
read_nocancel(0x4, "\n# This file was created by mkconfig.rb when ruby was built.  Any\n# changes made to this file will be lost the next time ruby is built.\n\nmodule Config\n  RUBY_VERSION == \"1.8.7\" or\n    raise \"ruby lib version (1.8.7) doesn't match executable version (#{RUBY", 0x1000)		 = 4096 0
read_nocancel(0x4, "u\"] = \"i686\"\n  CONFIG[\"host\"] = \"i686-apple-darwin10.7.0\"\n  CONFIG[\"build_os\"] = \"darwin10.7.0\"\n  CONFIG[\"build_vendor\"] = \"apple\"\n  CONFIG[\"build_cpu\"] = \"i686\"\n  CONFIG[\"build\"] = \"i686-apple-darwin10.7.0\"\n  CONFIG[\"TEENY\"] = \"7\"\n  CONFIG[\"MINOR\"] = \"8\"\n", 0x1000)		 = 2644 0
read_nocancel(0x4, "  CONFIG[\"docdir\"] = \"$(datarootdir)/doc/$(PACKAGE)\"\n  CONFIG[\"oldincludedir\"] = \"/usr/include\"\n  CONFIG[\"includedir\"] = \"$(prefix)/include\"\n  CONFIG[\"localstatedir\"] = \"$(prefix)/var\"\n  CONFIG[\"sharedstatedir\"] = \"$(prefix)/com\"\n  CONFIG[\"sysconfdir\"] = \"", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/exceptions.rb\0", 0x7FFF5FBFE0F0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/exceptions.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFE110, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/exceptions.rb\0", 0x7FFF5FBFE110, 0x0)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/exceptions.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFE130, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/exceptions.rb\0", 0x0, 0x100255B40)		 = 4 0
fstat64(0x4, 0x7FFF5FBFDF60, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/exceptions.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/rubies/ruby-1.8.7-p334/lib/ruby/site_ruby/1.8/rubygems/exceptions.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFD370, 0x7FFF5FBFD43C)		 = 0 0
